gc.content	chr.arm
chr1_39350000	41.95272727	chr1
chr1_39400000	41.47636364	chr1
chr1_39450000	45.6	chr1
chr1_39500000	51.16545455	chr1
chr1_39550000	47.34545455	chr1
chr1_39600000	49.41636364	chr1
chr1_39650000	51.33454545	chr1
chr1_39700000	43.22545455	chr1
chr1_39750000	52.08909091	chr1
chr1_39800000	45.69090909	chr1
chr1_39850000	43.62545455	chr1
chr1_39900000	48.96727273	chr1
chr1_39950000	48.69818182	chr1
chr1_40000000	43.70363636	chr1
chr1_40050000	43.17272727	chr1
chr1_40100000	41.4	chr1
chr1_40150000	40.14181818	chr1
chr1_40200000	40.38	chr1
chr1_40250000	42.22727273	chr1
chr1_40300000	48.38727273	chr1
chr1_40350000	42.63636364	chr1
chr1_40400000	41.04545455	chr1
chr1_40450000	41.37272727	chr1
chr1_40500000	42.02545455	chr1
chr1_40550000	42.38909091	chr1
chr1_40600000	47.07272727	chr1
chr1_40650000	47.85272727	chr1
chr1_40700000	41.66363636	chr1
chr1_40750000	49.10727273	chr1
chr1_40800000	53.44	chr1
chr1_40850000	48.43454545	chr1
chr1_40900000	45.77818182	chr1
chr1_40950000	45.43090909	chr1
chr1_41000000	48.16727273	chr1
chr1_41050000	39.93818182	chr1
chr1_41100000	37.46181818	chr1
chr1_41150000	38.31090909	chr1
chr1_41200000	39.66727273	chr1
chr1_41250000	45.32727273	chr1
chr1_41300000	44.84727273	chr1
chr1_41350000	54.58363636	chr1
chr1_41400000	52.26	chr1
chr1_41450000	53.24363636	chr1
chr1_41500000	54.48909091	chr1
chr1_41550000	48.23818182	chr1
chr1_41600000	46.25818182	chr1
chr1_41650000	49.97090909	chr1
chr1_41700000	50.53818182	chr1
chr1_41750000	46.4	chr1
chr1_41800000	45.98363636	chr1
chr1_41850000	45.37090909	chr1
chr1_41900000	41.28	chr1
chr1_41950000	42.04	chr1
chr1_42000000	41.74545455	chr1
chr1_42050000	38.17090909	chr1
chr1_42100000	42.57272727	chr1
chr1_42150000	45.98909091	chr1
chr1_42200000	38.32727273	chr1
chr1_42250000	37.53818182	chr1
chr1_42300000	39.98	chr1
chr1_42350000	42.90545455	chr1
chr1_42400000	43.08181818	chr1
chr1_42450000	39.64363636	chr1
chr1_42500000	38.92363636	chr1
chr1_42550000	38.89636364	chr1
chr1_42600000	40.77454545	chr1
chr1_42650000	42.14181818	chr1
chr1_42700000	46.63818182	chr1
chr1_42750000	47.62181818	chr1
chr1_42800000	42.75636364	chr1
chr1_42850000	42.89818182	chr1
chr1_42900000	47.36727273	chr1
chr1_42950000	48.79272727	chr1
chr1_43000000	47.97454545	chr1
chr1_43050000	45.62545455	chr1
chr1_43100000	41.65818182	chr1
chr1_43150000	42.33272727	chr1
chr1_43200000	45.28727273	chr1
chr1_43250000	47.86545455	chr1
chr1_43300000	49.91636364	chr1
chr1_43350000	47.96545455	chr1
chr1_43400000	50.14545455	chr1
chr1_43450000	44.14	chr1
chr1_43500000	50.55636364	chr1
chr1_43550000	55.93090909	chr1
chr1_43600000	51.65090909	chr1
chr1_43650000	46.86181818	chr1
chr1_43700000	44.11636364	chr1
chr1_43750000	40.94909091	chr1
chr1_43800000	42.3	chr1
chr1_43850000	45.92363636	chr1
chr1_43900000	51.68909091	chr1
chr1_43950000	54.56181818	chr1
chr1_44000000	53.26909091	chr1
chr1_44050000	43.71454545	chr1
chr1_44100000	44.25454545	chr1
chr1_44150000	40.85090909	chr1
chr1_44200000	48.19090909	chr1
chr1_44250000	48.41272727	chr1
chr1_44300000	45.89636364	chr1
chr1_44350000	44.17090909	chr1
chr1_44400000	43.91272727	chr1
chr1_44450000	42.11272727	chr1
chr1_44500000	47.51818182	chr1
chr1_44550000	49.06363636	chr1
chr1_44600000	51.59818182	chr1
chr1_44650000	48.84909091	chr1
chr1_44700000	48.33272727	chr1
chr1_44750000	48.88727273	chr1
chr1_44800000	51.90909091	chr1
chr1_44850000	44.70545455	chr1
chr1_44900000	41.01454545	chr1
chr1_44950000	42.56	chr1
chr1_45000000	45.95818182	chr1
chr1_45050000	41.19272727	chr1
chr1_45100000	39.92727273	chr1
chr1_45150000	38.61090909	chr1
chr1_45200000	42.02181818	chr1
chr1_45250000	43.37454545	chr1
chr1_45300000	48.34909091	chr1
chr1_45350000	43.24	chr1
chr1_45400000	41.14545455	chr1
chr1_45450000	43.12363636	chr1
chr1_45500000	47.36909091	chr1
chr1_45550000	46.54545455	chr1
chr1_45600000	42.92727273	chr1
chr1_45650000	41.55636364	chr1
chr1_45700000	42.24	chr1
chr1_45750000	44.02181818	chr1
chr1_45800000	41.55636364	chr1
chr1_45850000	38.54909091	chr1
chr1_45900000	40.57090909	chr1
chr1_45950000	40.32	chr1
chr1_46000000	46.06909091	chr1
chr1_46050000	39.57454545	chr1
chr1_46100000	41.85090909	chr1
chr1_46150000	49.39272727	chr1
chr1_46200000	48.77454545	chr1
chr1_46250000	46.64363636	chr1
chr1_46300000	47.35090909	chr1
chr1_46350000	45.96181818	chr1
chr1_46400000	53.13454545	chr1
chr1_46450000	54.08545455	chr1
chr1_46500000	52.22909091	chr1
chr1_46550000	48.65636364	chr1
chr1_46600000	46.14363636	chr1
chr1_46650000	41.29272727	chr1
chr1_46700000	41.54181818	chr1
chr1_46750000	42.18727273	chr1
chr1_46800000	44.03272727	chr1
chr1_46850000	40.02727273	chr1
chr1_46900000	42.30545455	chr1
chr1_46950000	41.98181818	chr1
chr1_47000000	40.43272727	chr1
chr1_47050000	39.01636364	chr1
chr1_47100000	41.06727273	chr1
chr1_47150000	47.25454545	chr1
chr1_47200000	48.87272727	chr1
chr1_47250000	40.04363636	chr1
chr1_47300000	43.96	chr1
chr1_47350000	42.39636364	chr1
chr1_47400000	50.96545455	chr1
chr1_47450000	46.87454545	chr1
chr1_47500000	46.45818182	chr1
chr1_47550000	49.25090909	chr1
chr1_47600000	46.16181818	chr1
chr1_47650000	46.24545455	chr1
chr1_47700000	47.12909091	chr1
chr1_47750000	51.62363636	chr1
chr1_47800000	50.05636364	chr1
chr1_47850000	47.15090909	chr1
chr1_47900000	47.73636364	chr1
chr1_47950000	46.98727273	chr1
chr1_48000000	46.42363636	chr1
chr1_48050000	45.34909091	chr1
chr1_48100000	39.89818182	chr1
chr1_48150000	39.51090909	chr1
chr1_48200000	47.00909091	chr1
chr1_48250000	39.86	chr1
chr1_48300000	36.01454545	chr1
chr1_48350000	37.18181818	chr1
chr1_48400000	37.31636364	chr1
chr1_48450000	39.33818182	chr1
chr1_48500000	42.81272727	chr1
chr1_48550000	43.78545455	chr1
chr1_48600000	43.01454545	chr1
chr1_48650000	46.14181818	chr1
chr1_48700000	44.50909091	chr1
chr1_48750000	42.82727273	chr1
chr1_48800000	40.30181818	chr1
chr1_48850000	40.11090909	chr1
chr1_48900000	40.41272727	chr1
chr1_48950000	39.18	chr1
chr1_49000000	39.67090909	chr1
chr1_49050000	39.46363636	chr1
chr1_49100000	38.75636364	chr1
chr1_49150000	38.50727273	chr1
chr1_49200000	37.28545455	chr1
chr1_49250000	38.19272727	chr1
chr1_49300000	38.19090909	chr1
chr1_49350000	37.80727273	chr1
chr1_49400000	37.36181818	chr1
chr1_49450000	36.25090909	chr1
chr1_49500000	37.05454545	chr1
chr1_49550000	39.67090909	chr1
chr1_49600000	36.80545455	chr1
chr1_49650000	35.90545455	chr1
chr1_49700000	35.65818182	chr1
chr1_49750000	35.87090909	chr1
chr1_49800000	37.61636364	chr1
chr1_49850000	36.71818182	chr1
chr1_49900000	37.26	chr1
chr1_49950000	35.75818182	chr1
chr1_50000000	38.54	chr1
chr1_50050000	39.73454545	chr1
chr1_50100000	38.44363636	chr1
chr1_50150000	41.94	chr1
chr1_50200000	42.8	chr1
chr1_50250000	45.14181818	chr1
chr1_50300000	45.38	chr1
chr1_50350000	43.13272727	chr1
chr1_50400000	45.33818182	chr1
chr1_50450000	38.68	chr1
chr1_50500000	36.93272727	chr1
chr1_50550000	37.63272727	chr1
chr1_50600000	38.92909091	chr1
chr1_50650000	38.82909091	chr1
chr1_50700000	38.79818182	chr1
chr1_50750000	38.33454545	chr1
chr1_50800000	36.80363636	chr1
chr1_50850000	37.26727273	chr1
chr1_50900000	39.08727273	chr1
chr1_50950000	40.40545455	chr1
chr1_51000000	38.34727273	chr1
chr1_51050000	40.02	chr1
chr1_51100000	38.21272727	chr1
chr1_51150000	40.78181818	chr1
chr1_51200000	43.51636364	chr1
chr1_51250000	43.96545455	chr1
chr1_51300000	51.45818182	chr1
chr1_51350000	39.83636364	chr1
chr1_51400000	37.27454545	chr1
chr1_51450000	37.77454545	chr1
chr1_51500000	40.15636364	chr1
chr1_51550000	43.70909091	chr1
chr1_51600000	41.41636364	chr1
chr1_51650000	38.46	chr1
chr1_51700000	39.16363636	chr1
chr1_51750000	39.1	chr1
chr1_51800000	38.18181818	chr1
chr1_51850000	41.71090909	chr1
chr1_51900000	44.05454545	chr1
chr1_51950000	45.09636364	chr1
chr1_52000000	43.65636364	chr1
chr1_52050000	42.23090909	chr1
chr1_52100000	42.94909091	chr1
chr1_52150000	41.39818182	chr1
chr1_52200000	40.27454545	chr1
chr1_52250000	38.86181818	chr1
chr1_52300000	42.54909091	chr1
chr1_52350000	47.22727273	chr1
chr1_52400000	40.44909091	chr1
chr1_52450000	37.13272727	chr1
chr1_52500000	38.92545455	chr1
chr1_52550000	43.05454545	chr1
chr1_52600000	46.18	chr1
chr1_52650000	45.69272727	chr1
chr1_52700000	44.56727273	chr1
chr1_52750000	41.14545455	chr1
chr1_52800000	42	chr1
chr1_52850000	43.48909091	chr1
chr1_52900000	44.76545455	chr1
chr1_52950000	39.32727273	chr1
chr1_53000000	40.41090909	chr1
chr1_53050000	51.89454545	chr1
chr1_53100000	51.30363636	chr1
chr1_53150000	45.12545455	chr1
chr1_53200000	44.00181818	chr1
chr1_53250000	49.94727273	chr1
chr1_53300000	53.73454545	chr1
chr1_53350000	48.46363636	chr1
chr1_53400000	45.79636364	chr1
chr1_53450000	48.43454545	chr1
chr1_53500000	56.49090909	chr1
chr1_53550000	49.99454545	chr1
chr1_53600000	47.67818182	chr1
chr1_53650000	51.44909091	chr1
chr1_53700000	47.66545455	chr1
chr1_53750000	40.99090909	chr1
chr1_53800000	40.88909091	chr1
chr1_53850000	44.16181818	chr1
chr1_53900000	43.39636364	chr1
chr1_53950000	43.78363636	chr1
chr1_54000000	44.26181818	chr1
chr1_54050000	41.30181818	chr1
chr1_54100000	48.83090909	chr1
chr1_54150000	48.98181818	chr1
chr1_54200000	50.66	chr1
chr1_54250000	52.35272727	chr1
chr1_54300000	50.15090909	chr1
chr1_54350000	49.40181818	chr1
chr1_54400000	48.66545455	chr1
chr1_54450000	50.77454545	chr1
chr1_54500000	48.32545455	chr1
chr1_54550000	51.45090909	chr1
chr1_54600000	49.59272727	chr1
chr1_54650000	48.45272727	chr1
chr1_54700000	46.79272727	chr1
chr1_54750000	50.38545455	chr1
chr1_54800000	48.09454545	chr1
chr1_54850000	46.64909091	chr1
chr1_54900000	44.88	chr1
chr1_54950000	48.49454545	chr1
chr1_55000000	51.24	chr1
chr1_55050000	45.94727273	chr1
chr1_55100000	37.14909091	chr1
chr1_55150000	36.22545455	chr1
chr1_55200000	41.06727273	chr1
chr1_55250000	42.91818182	chr1
chr1_55300000	44.97636364	chr1
chr1_55350000	42.19272727	chr1
chr1_55400000	41.69818182	chr1
chr1_55450000	41.04	chr1
chr1_55500000	42.18727273	chr1
chr1_55550000	42.2	chr1
chr1_55600000	39.99636364	chr1
chr1_55650000	38.25818182	chr1
chr1_55700000	41.81090909	chr1
chr1_55750000	39.72181818	chr1
chr1_55800000	39.95636364	chr1
chr1_55850000	39.14181818	chr1
chr1_55900000	38.51090909	chr1
chr1_55950000	37.89818182	chr1
chr1_56000000	40.00363636	chr1
chr1_56050000	39.14909091	chr1
chr1_56100000	39.05636364	chr1
chr1_56150000	38.71454545	chr1
chr1_56200000	38.81818182	chr1
chr1_56250000	40.26727273	chr1
chr1_56300000	40.50363636	chr1
chr1_56350000	40.12909091	chr1
chr1_56400000	44.15090909	chr1
chr1_56450000	43.37090909	chr1
chr1_56500000	43.16545455	chr1
chr1_56550000	41.40909091	chr1
chr1_56600000	39.65818182	chr1
chr1_56650000	37.10181818	chr1
chr1_56700000	35.58181818	chr1
chr1_56750000	38.33272727	chr1
chr1_56800000	43.51818182	chr1
chr1_56850000	40.07818182	chr1
chr1_56900000	42.90363636	chr1
chr1_56950000	42.04909091	chr1
chr1_57000000	42.33090909	chr1
chr1_57050000	42.26363636	chr1
chr1_57100000	39.95454545	chr1
chr1_57150000	40.72363636	chr1
chr1_57200000	40.63272727	chr1
chr1_57250000	40.75636364	chr1
chr1_57300000	42.04909091	chr1
chr1_57350000	39.88909091	chr1
chr1_57400000	40.10545455	chr1
chr1_57450000	39.08181818	chr1
chr1_57500000	39.65090909	chr1
chr1_57550000	41.75818182	chr1
chr1_57600000	40.95818182	chr1
chr1_57650000	39.21090909	chr1
chr1_57700000	40.08909091	chr1
chr1_57750000	38.58	chr1
chr1_57800000	40.55272727	chr1
chr1_57850000	40.38909091	chr1
chr1_57900000	41.17818182	chr1
chr1_57950000	41.12	chr1
chr1_58000000	41.08	chr1
chr1_58050000	43.07454545	chr1
chr1_58100000	41.66909091	chr1
chr1_58150000	40.89454545	chr1
chr1_58200000	41.43636364	chr1
chr1_58250000	41.97818182	chr1
chr1_58300000	41.39636364	chr1
chr1_58350000	42.11636364	chr1
chr1_58400000	43.68363636	chr1
chr1_58450000	41.51090909	chr1
chr1_58500000	36.27818182	chr1
chr1_58550000	43.68545455	chr1
chr1_58600000	42.76	chr1
chr1_58650000	37.60181818	chr1
chr1_58700000	41	chr1
chr1_58750000	43.42181818	chr1
chr1_58800000	43.04909091	chr1
chr1_58850000	43.38727273	chr1
chr1_58900000	43.12	chr1
chr1_58950000	42.93272727	chr1
chr1_59000000	43.48727273	chr1
chr1_59050000	42.33818182	chr1
chr1_59100000	41.29636364	chr1
chr1_59150000	41.28181818	chr1
chr1_59200000	41.39090909	chr1
chr1_59250000	39.97272727	chr1
chr1_59300000	40.05818182	chr1
chr1_59350000	40.09454545	chr1
chr1_59400000	40.68181818	chr1
chr1_59450000	39.63090909	chr1
chr1_59500000	40.68545455	chr1
chr1_59550000	40.83272727	chr1
chr1_59600000	40.14545455	chr1
chr1_59650000	41.49272727	chr1
chr1_59700000	41.23818182	chr1
chr1_59750000	38.64363636	chr1
chr1_59800000	35.63818182	chr1
chr1_59850000	36.52727273	chr1
chr1_59900000	38.76181818	chr1
chr1_59950000	41.39454545	chr1
chr1_60000000	38.88181818	chr1
chr1_60050000	36.60909091	chr1
chr1_60100000	36.85090909	chr1
chr1_60150000	37.95818182	chr1
chr1_60200000	36.88	chr1
chr1_60250000	38.63454545	chr1
chr1_60300000	36.56727273	chr1
chr1_60350000	37.98181818	chr1
chr1_60400000	37.68181818	chr1
chr1_60450000	37.42181818	chr1
chr1_60500000	36.92181818	chr1
chr1_60550000	37.25636364	chr1
chr1_60600000	37.91636364	chr1
chr1_60650000	40.28909091	chr1
chr1_60700000	38.74	chr1
chr1_60750000	40.09090909	chr1
chr1_60800000	39.29636364	chr1
chr1_60850000	38.82181818	chr1
chr1_60900000	42.63818182	chr1
chr1_60950000	42.82	chr1
chr1_61000000	42.18727273	chr1
chr1_61050000	41.72363636	chr1
chr1_61100000	37.69454545	chr1
chr1_61150000	39.89818182	chr1
chr1_61200000	36.75818182	chr1
chr1_61250000	38.10545455	chr1
chr1_61300000	39.68909091	chr1
chr1_61350000	39.68727273	chr1
chr1_61400000	39.88727273	chr1
chr1_61450000	42.09636364	chr1
chr1_61500000	39.69636364	chr1
chr1_61550000	40.94727273	chr1
chr1_61600000	40.89454545	chr1
chr1_61650000	40.38909091	chr1
chr1_61700000	42.55818182	chr1
chr1_61750000	40.58181818	chr1
chr1_61800000	38.46727273	chr1
chr1_61850000	39.73818182	chr1
chr1_61900000	39.52363636	chr1
chr1_61950000	38.94727273	chr1
chr1_62000000	40.03090909	chr1
chr1_62050000	41.49636364	chr1
chr1_62100000	42.81272727	chr1
chr1_62150000	45.54727273	chr1
chr1_62200000	45.85090909	chr1
chr1_62250000	46.83272727	chr1
chr1_62300000	47.44181818	chr1
chr1_62350000	43.75454545	chr1
chr1_62400000	42.74909091	chr1
chr1_62450000	37.27818182	chr1
chr1_62500000	35.37636364	chr1
chr1_62550000	35.31454545	chr1
chr1_62600000	34.23090909	chr1
chr1_62650000	39.14	chr1
chr1_62700000	40.22181818	chr1
chr1_62750000	40.01454545	chr1
chr1_62800000	35.11636364	chr1
chr1_62850000	36.89272727	chr1
chr1_62900000	40.80727273	chr1
chr1_62950000	42.11636364	chr1
chr1_63000000	41.85272727	chr1
chr1_63050000	40.65454545	chr1
chr1_63100000	38.34363636	chr1
chr1_63150000	38.88181818	chr1
chr1_63200000	38.15272727	chr1
chr1_63250000	39.7	chr1
chr1_63300000	45.34363636	chr1
chr1_63350000	40.60909091	chr1
chr1_63400000	36.76	chr1
chr1_63450000	37.13090909	chr1
chr1_63500000	35.80545455	chr1
chr1_63550000	38.13636364	chr1
chr1_63600000	41.55454545	chr1
chr1_63650000	44.31272727	chr1
chr1_63700000	43.4	chr1
chr1_63750000	42.93818182	chr1
chr1_63800000	40.96727273	chr1
chr1_63850000	40.22181818	chr1
chr1_63900000	41.58181818	chr1
chr1_63950000	40.73272727	chr1
chr1_64000000	40.31454545	chr1
chr1_64050000	40.30545455	chr1
chr1_64100000	41.08	chr1
chr1_64150000	41.13818182	chr1
chr1_64200000	38.50181818	chr1
chr1_64250000	39.93636364	chr1
chr1_64300000	43.27272727	chr1
chr1_64350000	40.93090909	chr1
chr1_64400000	40.69090909	chr1
chr1_64450000	41.85636364	chr1
chr1_64500000	39.68909091	chr1
chr1_64550000	38.43272727	chr1
chr1_64600000	40.78181818	chr1
chr1_64650000	40.19818182	chr1
chr1_64700000	41.36363636	chr1
chr1_64750000	37.39090909	chr1
chr1_64800000	39.67636364	chr1
chr1_64850000	44.42545455	chr1
chr1_64900000	40.24363636	chr1
chr1_64950000	42.11636364	chr1
chr1_65000000	42.32727273	chr1
chr1_65050000	42.59818182	chr1
chr1_65100000	44.60181818	chr1
chr1_65150000	43.92909091	chr1
chr1_65200000	40.79818182	chr1
chr1_65250000	41.04727273	chr1
chr1_65300000	40.24727273	chr1
chr1_65350000	39.01636364	chr1
chr1_65400000	39.71272727	chr1
chr1_65450000	38.39272727	chr1
chr1_65500000	38.32363636	chr1
chr1_65550000	37.72363636	chr1
chr1_65600000	35.97636364	chr1
chr1_65650000	39.00363636	chr1
chr1_65700000	39.55272727	chr1
chr1_65750000	36.72545455	chr1
chr1_65800000	36.77272727	chr1
chr1_65850000	36.43272727	chr1
chr1_65900000	37.23818182	chr1
chr1_65950000	36.96181818	chr1
chr1_66000000	36.05454545	chr1
chr1_66050000	36.18545455	chr1
chr1_66100000	37.06727273	chr1
chr1_66150000	37.47090909	chr1
chr1_66200000	38.79090909	chr1
chr1_66250000	39.32363636	chr1
chr1_66300000	38.57818182	chr1
chr1_66350000	39.01272727	chr1
chr1_66400000	40.72	chr1
chr1_66450000	38.39272727	chr1
chr1_66500000	38.36545455	chr1
chr1_66550000	37.92181818	chr1
chr1_66600000	38.46909091	chr1
chr1_66650000	38.45818182	chr1
chr1_66700000	36.20727273	chr1
chr1_66750000	36.8	chr1
chr1_66800000	35.80727273	chr1
chr1_66850000	36.54727273	chr1
chr1_66900000	37.56363636	chr1
chr1_66950000	36.5	chr1
chr1_67000000	37.66909091	chr1
chr1_67050000	39.45090909	chr1
chr1_67100000	38.64363636	chr1
chr1_67150000	40.29454545	chr1
chr1_67200000	40.50545455	chr1
chr1_67250000	39.94181818	chr1
chr1_67300000	40.18181818	chr1
chr1_67350000	42.19636364	chr1
chr1_67400000	41.17090909	chr1
chr1_67450000	43.48	chr1
chr1_67500000	43.48363636	chr1
chr1_67550000	44.45636364	chr1
chr1_67600000	42.37090909	chr1
chr1_67650000	40.96181818	chr1
chr1_67700000	42.14545455	chr1
chr1_67750000	41.7	chr1
chr1_67800000	40.80727273	chr1
chr1_67850000	40.58181818	chr1
chr1_67900000	39.87636364	chr1
chr1_67950000	39.30363636	chr1
chr1_68000000	39.40909091	chr1
chr1_68050000	38.87636364	chr1
chr1_68100000	42.00363636	chr1
chr1_68150000	41.62909091	chr1
chr1_68200000	40.09818182	chr1
chr1_68250000	40.53636364	chr1
chr1_68300000	41.75818182	chr1
chr1_68350000	40.64909091	chr1
chr1_68400000	37.35636364	chr1
chr1_68450000	37.45818182	chr1
chr1_68500000	36.83454545	chr1
chr1_68550000	36.28727273	chr1
chr1_68600000	36.35818182	chr1
chr1_68650000	35.97636364	chr1
chr1_68700000	38.76363636	chr1
chr1_68750000	37.16363636	chr1
chr1_68800000	37.55818182	chr1
chr1_68850000	39.03818182	chr1
chr1_68900000	37.96181818	chr1
chr1_68950000	39.38363636	chr1
chr1_69000000	35.47818182	chr1
chr1_69050000	38.16727273	chr1
chr1_69100000	37.50181818	chr1
chr1_69150000	35.30363636	chr1
chr1_69200000	37.05454545	chr1
chr1_69250000	36.34545455	chr1
chr1_69300000	37.09818182	chr1
chr1_69350000	36.91272727	chr1
chr1_69400000	37.43090909	chr1
chr1_69450000	36.04727273	chr1
chr1_69500000	35.99818182	chr1
chr1_69550000	36.23272727	chr1
chr1_69600000	33.55454545	chr1
chr1_69650000	35.79272727	chr1
chr1_69700000	35.47272727	chr1
chr1_69750000	35.59272727	chr1
chr1_69800000	33.78909091	chr1
chr1_69850000	35.91272727	chr1
chr1_69900000	37.31090909	chr1
chr1_69950000	36.29636364	chr1
chr1_70000000	34.87090909	chr1
chr1_70050000	35.17636364	chr1
chr1_70100000	35.91636364	chr1
chr1_70150000	34.76545455	chr1
chr1_70200000	37.64363636	chr1
chr1_70250000	37.15272727	chr1
chr1_70300000	37.37636364	chr1
chr1_70350000	41.62727273	chr1
chr1_70400000	39.58363636	chr1
chr1_70450000	39.46545455	chr1
chr1_70500000	37.47090909	chr1
chr1_70550000	38.73272727	chr1
chr1_70600000	37.44181818	chr1
chr1_70650000	36.39454545	chr1
chr1_70700000	37.27090909	chr1
chr1_70750000	38.47636364	chr1
chr1_70800000	38.21636364	chr1
chr1_70850000	38.51454545	chr1
chr1_70900000	37.74	chr1
chr1_70950000	38.11636364	chr1
chr1_71000000	38.06181818	chr1
chr1_71050000	38.06181818	chr1
chr1_71100000	35.89272727	chr1
chr1_71150000	39.31818182	chr1
chr1_71200000	37.1	chr1
chr1_71250000	35.98	chr1
chr1_71300000	36.57454545	chr1
chr1_71350000	36.63454545	chr1
chr1_71400000	35.43636364	chr1
chr1_71450000	35.60363636	chr1
chr1_71500000	36.89818182	chr1
chr1_71550000	35.74727273	chr1
chr1_71600000	36.26	chr1
chr1_71650000	34.38181818	chr1
chr1_71700000	36.15454545	chr1
chr1_71750000	35.68363636	chr1
chr1_71800000	36.38181818	chr1
chr1_71850000	35.86181818	chr1
chr1_71900000	34.31454545	chr1
chr1_71950000	34.36	chr1
chr1_72000000	33.66363636	chr1
chr1_72050000	33.79818182	chr1
chr1_72100000	33.43818182	chr1
chr1_72150000	33.96727273	chr1
chr1_72200000	33.17636364	chr1
chr1_72250000	34.92727273	chr1
chr1_72300000	35.55272727	chr1
chr1_72350000	35.42727273	chr1
chr1_72400000	35.12727273	chr1
chr1_72450000	35.40363636	chr1
chr1_72500000	35.85636364	chr1
chr1_72550000	34.12	chr1
chr1_72600000	33.69636364	chr1
chr1_72650000	36.66181818	chr1
chr1_72700000	34.25272727	chr1
chr1_72750000	34.82363636	chr1
chr1_72800000	35.90181818	chr1
chr1_72850000	35.11818182	chr1
chr1_72900000	34.64	chr1
chr1_72950000	36.19090909	chr1
chr1_73000000	33.99090909	chr1
chr1_73050000	34.93818182	chr1
chr1_73100000	35.71454545	chr1
chr1_73150000	37.14181818	chr1
chr1_73200000	35.20181818	chr1
chr1_73250000	33.05454545	chr1
chr1_73300000	33.99636364	chr1
chr1_73350000	34.52909091	chr1
chr1_73400000	34.76181818	chr1
chr1_73450000	35.33272727	chr1
chr1_73500000	33.66181818	chr1
chr1_73550000	35.23454545	chr1
chr1_73600000	36.63818182	chr1
chr1_73650000	35.48363636	chr1
chr1_73700000	34.98727273	chr1
chr1_73750000	35.79090909	chr1
chr1_73800000	35.12545455	chr1
chr1_73850000	36.46	chr1
chr1_73900000	35.19272727	chr1
chr1_73950000	35.72909091	chr1
chr1_74000000	36.68545455	chr1
chr1_74050000	34.09090909	chr1
chr1_74100000	34.03090909	chr1
chr1_74150000	33.52727273	chr1
chr1_74200000	35.12909091	chr1
chr1_74250000	35.42909091	chr1
chr1_74300000	35.91818182	chr1
chr1_74350000	37.61090909	chr1
chr1_74400000	37.07272727	chr1
